品名, 價格
' 【貝恩】嬰兒爽膚乳液200ml', '$299'
' 【貝恩】木糖醇兒童牙膏-綜合水果-50ml', '$144'
' 德國【sanosan珊諾】寶寶防曬水潤乳霜SPF50+ 75ml', '$406'
' 德國【sanosan珊諾】孕媽咪抗紋調理按摩油100ml', '$499'
' 德國【sanosan珊諾】孕媽咪抗紋緊緻霜 100ml', '$544'
' 德國【sanosan珊諾】天然櫻花香泡泡慕絲250ml', '$208'
' 德國【sanosan珊諾】天然海洋香泡泡慕絲250ml', '$208'
' 德國【sanosan珊諾】天然櫻花香洗潤髮沐浴露250ml', '$152'
' 德國【sanosan珊諾】寶寶敏肌維他命B5活膚膏/護膚膏100ml', '$435'
' 德國【sanosan珊諾】孕媽咪私密護潔液200ml', '$299'
' 【Mustela 慕之恬廊】免用水潔淨液300ml', '$270'
' 【Mustela 慕之恬廊】舒恬良柔舒霜 200ml(滋養型)', '$600'
' 【Mustela 慕之恬廊】慕之幼康撫膏40ml(脹氣膏/肚肚膏)', '$272'
' 【Mustela 慕之恬廊】慕之幼-倆相依雙潔乳200ml', '$259'
' 【Mustela 慕之恬廊】涵孜嫩唇頰雙護膏10.1ml', '$240'
' 【Mustela 慕之恬廊】多慕雙潔乳500ml', '$500'
' 【Mustela 慕之恬廊】慕之幼 爽身潤膚乳 300ml', '$375'
' 【Mustela 慕之恬廊】慕之孕 美胸菁華75ml', '$800'
' 【Mustela 慕之恬廊】慕之孕 特潤霜200ml', '$660'
' 【Mustela 慕之恬廊】慕之孕 撫紋菁華75ml', '$1050'
' 【Mustela 慕之恬廊】慕之孕 緊緻凝露200ml', '$900'
' 【Mustela 慕之恬廊】慕之孕 舒腿凝露125ml', '$580'
' 【Mustela 慕之恬廊】慕之孕 孕膚油105ml', '$580'
' 【Mustela 慕之恬廊】舒恬良修護霜(SOS急救霜)嬰兒界小護士-40ml', '$430'
' 【Mustela 慕之恬廊】嬰兒清潔護膚禮盒', '$780'
' 【Mustela 慕之恬廊】慕之孕 孕膚霜 (無香)-150ML', '$850'
' 【Mustela 慕之恬廊】 慕之孕 孕膚霜 (有香)150ML', '$850'
' 【Mustela 慕之恬廊】衛蓓欣VBC全效護膚膏/屁屁膏50GM', '$240'
' 【Mustela 慕之恬廊】舒恬良 敏弱修復面霜40ml', '$330'
' 【oh care 歐克威爾】兒童口腔噴霧劑-蘋果(15ml)', '$250'
' 【oh care 歐克威爾】成人口腔清新噴霧-薄荷 (15ml)', '$235'
' 【oh care 歐克威爾】兒童口腔噴霧劑-草莓(15ml)', '$250'
' 【oh care 歐克威爾】 抗菌護手霜 (50ml)', '$160'
' 【oh care 歐克威爾】成人口腔清新噴霧-柑橘(15ml)', '$235'
' 【oh care 歐克威爾】兒童口腔噴霧劑-水蜜桃(15ml)', '$250'
' 【oh care 歐克威爾】兒童口腔噴霧劑-葡萄 (15ml )', '$250'
' 【oh care 歐克威爾】兒童口腔噴霧劑-原味(15ml)', '$250'
' 【oh care 歐克威爾】成人漱口水 (350ml)', '$340'
' 【oh care 歐克威爾】兒童漱口水  草莓風味 (350ml)', '$380'
' 英國【沐伊MOOIMOM】真空吸力集乳器/擠乳器', '$980'
' 英國【沐伊MOOIMOM】站立式壺形母乳儲存袋250ml(30入/盒)', '$200'
' 英國【沐伊MOOIMOM】瞬吸拋棄式防溢乳墊(30入/盒)', '$99'
' 英國【沐伊MOOIMOM】時尚典雅哺乳巾-灰色小魚', '$490'
' 英國【沐伊MOOIMOM】時尚典雅哺乳巾-藍色三角', '$490'
' 英國【沐伊MOOIMOM】多功能哺乳圍巾-黑白細條紋', '$690'
' 英國【沐伊MOOIMOM】多功能哺乳圍巾-黑白粗條紋', '$690'
' 英國【沐伊MOOIMOM】高彈力無痕孕哺乳胸罩/哺乳內衣(黑色)', '$630'
' 英國【沐伊MOOIMOM】高彈力無痕孕哺乳胸罩/哺乳內衣(粉色)', '$630'
' 英國【沐伊MOOIMOM】擠乳器專用免手扶哺乳內衣', '$960'
' 英國【沐伊MOOIMOM】擠乳器專用免手扶哺乳內衣', '$960'
' 英國【沐伊MOOIMOM】孕婦內搭褲/貼腿褲-黑色', '$460'
' 英國【沐伊MOOIMOM】孕婦內搭褲/貼腿褲-黑色', '$460'
' 英國【沐伊MOOIMOM】孕婦天鵝絨褲襪(黑色)', '$320'
' 英國【沐伊MOOIMOM】孕婦透明絲襪(F size)-黑色', '$250'
' 英國【沐伊MOOIMOM】孕婦透明絲襪(F size)-膚色', '$250'
' 英國【沐伊MOOIMOM】站立式壺形母乳儲存袋250ml(30入x2盒)', '$360'
' 英國【沐伊MOOIMOM】站立式壺形母乳儲存袋250ml(30入x6盒)', '$960'
' 英國【沐伊MOOIMOM】超柔軟可洗式防溢乳墊(4入)', '$280'
' 【US BABY優生】真母感特護寬口玻璃瓶240ML-紫色', '$550'
' 【US BABY優生】真母感特護標準口徑玻璃奶瓶120ML-藍色', '$450'
' 【US BABY優生】真母感奶嘴(寬口徑L) 2+1入', '$119'
' 【US BABY優生】真母感奶嘴(寬口徑S) 2+1入', '$119'
' 【US BABY優生】真母感奶嘴(寬口徑M) 2+1入', '$119'
' 【US BABY優生】真母感奶嘴(一般口徑L) 2+1入', '$96'
' 【US BABY優生】真母感奶嘴(一般口徑M) 2+1入', '$96'
' 【US BABY優生】真母感奶嘴(一般口徑S) 2+1入', '$96'
' 【US BABY優生】真母感特護寬口玻璃奶瓶120ml-藍色', '$520'
' 【US BABY優生】真母感特護寬口玻璃奶瓶120ml-粉紅', '$520'
' 【US BABY優生】真母感特護寬口玻璃瓶240ML-綠色', '$550'
' 【US BABY優生】真母感特護標準口徑玻璃奶瓶240ML-綠色', '$480'
' 【US BABY優生】真母感特護標準口徑玻璃奶瓶240ML-紫色', '$480'
' 【US BABY優生】真母感特護標準口徑玻璃奶瓶120ML(粉紅)', '$450'
' 【US BABY優生】多功能揹袋(2色)', '$1024'
' 【US BABY優生】多功能揹袋(2色)', '$1024'
' 【US BABY優生】奶瓶蔬果清潔劑/清潔液1000ml', '$179'
' 白花油一條根爽利滾珠15ml', '$180'
' 白花油甦醒凝露山茶花15ml', '$180'
' 白花油甦醒凝露甜心萊姆15ml', '$180'
' 白花油甦醒凝露薄荷菁蒂15ml', '$180'
' 白花油甦醒凝露佛手柑味15ml', '$180'
' 【萬應】白花油(1號20cc.)', '$240'
' 【萬應】白花油(3號5cc.)', '$90'
' 【新萬仁】綠油精 馬鞭草滾珠瓶5GM', '$110'
' 【新萬仁】綠油精 天竺葵滾珠瓶5GM', '$110'
' 【新萬仁】綠油精10g', '$145'
' 【新萬仁】綠油精5g', '$95'
' 【十靈本舖】一條根舒緩油膏(9克/盒)', '$100'
' 【千鶴】薄荷棒2XL原味/藍', '$120'
' 【千鶴】薄荷棒2XL茶樹/藍綠', '$120'
' 【千鶴】薄荷棒2XL花香/黃', '$120'
' 【千鶴】薄荷棒2XL檸檬/綠', '$120'
' 曼秀雷敦軟膏(大)75g', '$185'
' 曼秀雷敦軟膏(中)35g', '$130'
' 曼秀雷敦軟膏(小)12g', '$65'
' 【虎標】萬金油19GM(紅中)', '$100'
' 【虎標】萬金油19GM(白中)', '$100'
' 【虎標】萬金油4GM(紅)', '$50'
' 【十靈本舖】一條根按摩滾珠(60ml)', '$150'
' 白花油一條根爽利滾珠15ml', '$180'
' 白花油甦醒凝露山茶花15ml', '$180'
' 白花油甦醒凝露甜心萊姆15ml', '$180'
' 白花油甦醒凝露薄荷菁蒂15ml', '$180'
' 白花油甦醒凝露佛手柑味15ml', '$180'
' 【千鶴】薄荷棒2XL原味/藍', '$120'
' 【千鶴】薄荷棒2XL茶樹/藍綠', '$120'
' 【千鶴】薄荷棒2XL花香/黃', '$120'
' 【天乾】75%潔菌酒精液500ML (無附噴頭)(乙類成藥)', '$69'
' 【天乾】75%潔菌酒精液500MLx24罐/箱購(無附噴頭)(乙類成藥)', '$1600'
' 【日炎】未滅菌紗布墊2x2吋(20片/包)', '$17'
' 【日炎】未滅菌紗布墊4x4吋(6片/包)', '$17'
' 【日炎】未滅菌紗布墊3x3吋(10片/包)', '$17'
' 【YASCO昭惠】滅菌紗布塊4x4吋(單包3片裝)', '$5'
' 【YASCO昭惠】滅菌紗布塊4x4吋(3片x50包裝)', '$238'
' 【YASCO昭惠】滅菌紗布塊4x4吋(3片x100包裝)', '$450'
' 【YASCO昭惠】滅菌紗布塊3x3吋(5片x100包裝)', '$450'
' 【YASCO昭惠】滅菌紗布塊3x3吋(5片x50包裝)', '$238'
' 【YASCO昭惠】滅菌紗布塊3x3吋(單包5片裝)', '$5'
' 【YASCO昭惠】滅菌紗布塊2x2(10片x50包裝)', '$238'
' 【YASCO昭惠】滅菌紗布塊2x2(單包10片裝)', '$5'
' 【YASCO昭惠】滅菌紗布塊2x2(10片x100包裝)', '$450'
' 【小白熊】滅菌小棉球10gx20包購', '$285'
' 【小白熊】滅菌小棉球10g', '$15'
' 【泓傑】滅菌中棉球20gx20包購', '$475'
' 【泓傑】滅菌中棉球20g', '$24'
' 【泓傑】壓舌板10支入x10包購(滅菌)', '$190'
' 【泓傑】壓舌板10支入(滅菌)', '$20'
' 【嘉欣】未滅菌6吋普通棉棒100支入', '$18'
' 【全新生醫IGIBAN】人工皮OK絆S2x7公分/10片裝', '$110'
'  【全新生醫IGIBAN】人工皮OK絆L4.5x7公分/5片裝', '$110'
' 【全新生醫IGIBAN】人工皮OK絆M3x7公分/6片裝', '$110'
' 【保爾多福】醫療用貼布（19*72mm）中尺寸15片入', '$60'
' 【保爾多福】醫療用貼布（38*72mm）大尺寸10片入', '$60'
' 【3M】克淋濕防水透氣繃-紋身系列 小熊維尼(2.6x5.7cm)10片/盒 ', '$85'
' 日本【新鮮視】可立護液態防水ok繃-11ml', '$320'
' 【好利力】ok繃-隱形防水標準型（12片）', '$50'
' 【好利力】ok繃-隱型防水加大型（8片）', '$50'
' 【3M】克淋濕防水透氣繃(2.6x5.7cm)10片/盒 ', '$55'
' 【3M】水凝膠防水透氣繃5片', '$89'
' 【好利力】ok蹦-標準型（12片）*10包購', '$100'
' 【那柏瑞特】伸縮膠布6入（關節貼）', '$60'
' 【那柏瑞特】伸縮膠布6入（指頭貼）', '$60'
' 【那柏瑞特】伸縮膠布1卷（自剪式）', '$120'
' 【好利力】ok繃-舒軟標準型（30片）', '$50'
' 【好利力】ok繃-伸縮彈性標準型（24片）', '$50'
' 【3M】彈力繃-20片 ', '$45'
' 【3M】透明繃(1.9x7.5cm)-20片', '$50'
' 【3M】舒適繃(綜合型)30片入', '$75'
' 【雅膚】OK繃-彈性舒適（2.5*7.2CM）15入', '$48'
' 【3M】舒適繃-含藥30片 ', '$85'
' 【3M】柔軟傷口敷料大傷口適用5片裝(單包售)', '$90'
' 【3M】柔軟傷口敷料中傷口適用6片裝(單包售)', '$90'
' 【3M】柔軟傷口敷料小傷口適用8片裝(單包售)', '$90'
' 【3M】柔軟傷口敷料迷你傷口適用10片裝(單包售)', '$90'
' 【全新生醫IGIBAN】人工皮親水性敷料LL6x8公分/3片裝', '$110'
' 【雅膚】傷口敷料10*8cm （5片/盒）', '$65'
' 【雅膚】樂門清創凝膠20G', '$380'
' 【雅膚】低敏傷口敷料7*5cm （3片/盒）', '$57'
' 【雅膚】傷口敷料7*5cm （7片/盒）', '$57'
' 【舒膚貼】親水性敷料（15*15cm） *5包購 ', '$700'
' 【舒膚貼】親水性敷料（20*20cm） *5包購', '$1200'
' 【3M】防水好吸敷料(5公分傷口適用 9Ｘ10cm，1片/包)3586PP-5包售', '$200'
' 【3M】防水好吸敷料(5公分傷口專用)3584PP(單包售)', '$60'
' 【3M】防水好吸敷料(3公分傷口專用)3582PP(單包售)', '$60'
' 【全新生醫IGIBAN】人工皮親水性敷料5x20公分/2片裝', '$120'
' 【全新生醫IGIBAN】人工皮親水性敷料XL8x10公分/2片裝', '$110'
' 【全新生醫IGIBAN】人工皮親水性敷料L5x7公分/4片裝', '$110'
' 【3M】人工皮親水性敷料薄10*10cm(1片裝)', '$90'
' 【3M】人工皮親水性敷料薄5X5cm(3片裝)', '$95'
' 【3M】嬰幼兒專用透氣膠帶1吋X1捲(單入)', '$65'
' 【3M】自黏彈性繃帶2吋(1入)', '$70'
' 【3M】自黏彈性繃帶3吋 ', '$85'
' 【3M】自黏彈性繃帶4吋 ', '$110'
' 【3M】自黏彈性繃帶1吋 ', '$70'
' 【3M】好呼吸透氣膠帶1吋*1入', '$75'
' 【3M】通氣膠帶半吋(膚色、含切台及防塵盒)', '$85'
' 【3M】通氣膠帶1吋 (含切台及防塵盒)', '$75'
' 【Fe Li飛力】醫療用黏性膠帶 2入-5包購', '$240'
' 【Fe Li飛力】醫療用黏性膠帶1入(大)-5包購', '$240'
' 【培寶】透氣大膠帶經濟包2入-5包購', '$295'
' 【培寶】透氣大膠帶-5盒購', '$195'
' 【3M】透氣膚色膠帶1吋（1卷+1切台裝）-5盒購', '$275'
' 【3M】透氣膚色膠帶半吋（1卷+1切台裝）5盒購', '$140'
' 【3M】透氣膠帶半吋（1卷+1切台裝）5包購', '$125'
' 【3M】透氣膠帶1吋（1卷+1切台裝）5包購', '$175'
' 【3M】宜拉膠帶1吋(1入裝)單盒購', '$150'
' 【3M】透氣膠帶半吋（4入裝）5包購', '$250'
' 【AnsCare安適康】蕾寧皙卡疤痕護理矽膠筆(9.2g)', '$2200'
' 【Mederma美德】疤痕修護凝膠20g', '$700'
' 【3M】膚色免縫膠帶1587CP（1.2*1*18條）', '$320'
' 【舒膚貼】免縫膠帶/大傷口專用(2.5*12.5cm)8條入/1548PP', '$300'
' 【舒膚貼】-免縫膠帶/中傷口專用（1.3*10cm）12條入', '$170'
' 【舒膚貼】免縫膠帶/小傷口專用(0.6*10公分)30條', '$160'
' 【3M】免縫膠帶1547CP', '$170'
' 【3M】免縫膠帶1548PP（2.5cm*12.5cm*12條）', '$300'
' 【3M】免縫膠帶1546PP', '$170'
' 【3M】剖腹產免縫膠帶1545CP醫材包（4.5*5.5*12條）', '$300'
' 【3M】免縫膠帶1542CP( 0.6x3.8cm，5公分以下傷口適用 )', '$129'
' 【舒膚貼】疤痕貼片(膚色)5*8CM', '$455'
' 【舒膚貼】疤痕貼片(膚色)5*20CM', '$835'
' 【POLYXAL玻麗舒】疤痕護理凝膠15g/支送【舒逸敏】 舒緩噴霧 120ml/瓶', '$1700'
' 【DERMATIX ULTRA】倍舒痕凝膠7G', '$780'
' 【DERMATIX ULTRA】倍舒痕凝膠15g(美國原裝進口，原廠公司貨)', '$1480'
' 【飛宜得】醫材級抗痕凝膠30G(未滅菌)', '$890'
' 【全新生醫IGIBAN】人工皮護腳貼 S -3*7CM ', '$66'
' 【護妍天使】隱形痘痘貼36pcs(日夜兩用)', '$185'
' 【護妍天使】隱形痘痘貼24pcs(日用)', '$120'
' 【護妍天使】隱形痘痘貼18pcs(夜用)', '$100'
' 【優若美】痘痘貼日夜綜合包', '$179'
' 【優若美】痘痘貼（1.2CM*24入）', '$114'
' 【優若美】痘痘貼量販包（1.2CM*48入）', '$220'
' 【舒膚貼】痘痘貼-敏感/脆弱肌膚專用 ', '$85'
' 【美肌刻Magic】負離子磁石護頸JG-916(廠商直送)', '$540'
' 【EUNICE MED】透氣護腰帶(S號~XL號可擇)-CPO-7202', '$1670'
' 【EUNICE MED】反拉透氣護腰帶(S號~XL號可擇)-CPO-6223', '$1180'
' 【muva】遠紅外線專業腰・骨盤帶(M~XL)SA2706', '$1150'
' 【muva】遠紅外線專業支撐護腰(M~XL)SA2705', '$1350'
' 【天祿】腰部與骨盆保護帶', '$1580'
' 【勝野式】美儀防駝衣(黑)L~LL', '$860'
' 【勝野式】美儀防駝衣(黑色)M-L', '$860'
' 【愛民】全扣式束腹帶(S/M~L/XL)CO-5004', '$380'
' 【EUNICE MED】拉帶式透氣護腕(S號~XL號可擇)-CPO-7401', '$945'
' 【EUNICE MED】雙層護腕ONE SIZE(膚色、黑色兩色可擇)-CPO-6403', '$250'
' 【EUNICE MED】竹炭護肘(S號~XL號可擇)-CPO-1305', '$250'
' 【muva】遠紅外線專業支撐護腕SA2701', '$289'
' 【3M】FUTURO舒適護肘(M~L)尺寸可擇', '$315'
' 【天祿】任意黏之指環護腕帶', '$580'
' 【天祿】多功能保護帶', '$580'
' 【美肌刻Magic】 能量運動負離子/護腕針灸/腕關節/JG-954(廠商直送)', '$450'
' 【美肌刻Magic】足護士/負離子能量凝膠磁石護腕/JG-915', '$405'
' 【美肌刻Magic】緊緻手臂套/雕塑手臂/蝴蝶袖/黑色/JG-2930', '$450'
' 【勝野式】手腕護膜', '$650'
' 【3M】FUTURO可調式高度支撐護腕', '$1080'
' 【3M】FUTURO網球/高爾夫球專用護肘', '$500'
' 【3M】FUTURO可調式護腕Black黑(46378)', '$270'
' 【3M】FUTURO可調式護腕(Beige膚色)', '$270'
' 【3M】FUTURO拇指支撐護腕 S~M', '$945'
' 【3M】FUTURO拇指支撐護腕 L~XL', '$945'
' 【愛民】手臂吊帶(S~XL)尺寸可擇', '$160'
' 【愛民】絢麗紅護肘(S~XL)CO-2005', '$340'
' 【EUNICE MED】後交叉護膝(S號~XL號可擇)-CPO-6601', '$675'
' 【EUNICE MED】調整型護踝(S號~XL號可擇)-CPO-2701', '$375'
' 【EUNICE MED】開放式支撐型護膝One Size-CPO-2608', '$750'
' 【EUNICE MED】竹炭護膝(S號~XL號可擇)-CPO-1603', '$290'
' 【EUNICE MED】竹炭護踝(S號~XL號可擇)-CPO-1703', '$245'
' 【muva】遠紅外線專業支撐護膝(M~XL)SA2702', '$389'
' 【3M】FUTURO可調式穩定型護膝(47550)', '$1080'
' 【天祿】任意黏之腳踝護具', '$750'
' 【天祿】任意黏之可調式護膝', '$1780'
' 【天祿】任意黏之指環護腕帶', '$580'
' 【天祿】多功能保護帶', '$580'
' 【美肌刻Magic】足護士/負離子能量/凝膠磁石護踝/關節保護/JG-953(廠商直送)', '$450'
' 【美肌刻Magic】纖腿/雕塑/顯瘦/緊緻大腿套/雕塑腿套/JG-2940', '$360'
' 【美肌刻Magic】膝蓋/負離子能量凝膠/磁石護膝/關節/JG-912', '$1080'
' 【美肌刻Magic】足錘凝膠護套(膚色)4入/JG-048', '$540'
' 【美肌刻Magic】足護士/醫用拇指外翻矯正帶/黑色/JG-245', '$1620'
' 【美肌刻Magic】足護士/拇指外翻護套(1雙入)/JG-046', '$540'
' 【美肌刻Magic】足護士/拇指外翻腳趾型矯正帶/JG-263', '$540'
' 【美肌刻Magic】足護士/凝膠軟墊前掌夾腳軟墊套/JG-243', '$405'
' 【EUNICE MED】拇指外翻矯正護套(S號L號可擇)-CPO-7704', '$1080'
' 【美肌刻Magic】足錘凝膠護套(膚色)4入/JG-048', '$540'
' 【美肌刻Magic】足護士/拇指外翻腳趾型矯正帶/JG-263', '$540'
' 【美肌刻Magic】足護士/拇指外翻護套(1雙入)/JG-046', '$540'
' 【美肌刻Magic】足護士/醫用拇指外翻矯正帶/黑色/JG-245', '$1620'
' 【美肌刻Magic】足護士/拇指外翻/減少摩擦保護露趾襪套/JG-038(廠商直送)', '$405'
' 【菲麗絲】全足矽膠減壓鞋墊GI-9407/XL', '$1350'
' 【菲麗絲】全足矽膠減壓鞋墊GI-9407/L', '$1350'
' 【美肌刻Magic】足護士露趾褲襪JG-3020(廠商直送)', '$1050'
' 【美肌刻Magic】閃亮壓力瘦腿驚豔褲襪JG-3040(廠商直送)', '$540'
' 【美肌刻Magic】無痕肌輕壓全彈性褲襪JG-2850(廠商直送)', '$270'
' 【勝野式】腹臀膝塑型褲-M', '$860'
' 【勝野式】腹臀膝塑型褲-L', '$860'
' 【勝野式】腹臀膝塑型褲- LL', '$860'
' 【SLIMWALK孅伶】美腿襪-清爽感 內搭型 (M-L)', '$399'
' 【美肌刻Magic】足護士/糖尿病保護前掌凝膠短襪/寬鬆無痕/JG-946(廠商直送)', '$720'
' 【美肌刻Magic】涼感舒眠纖腿襪JG-3190(廠商直送)', '$450'
' 【美肌刻Magic】腳趾分隔睡眠大腿襪JG-3480', '$720'
' 【美肌刻Magic】180丹睡眠機能襪', '$450'
' 【美肌刻Magic】4D機能睡眠纖腿褲襪JG-3490', '$900'
' 【美肌刻Magic】360丹條紋塑腿壓力半統襪JG-3643(廠商直送)', '$450'
' 【美肌刻Magic】360丹造型塑腿壓力襪JG-263(廠商直送)', '$450'
' 【美肌刻Magic】萊卡360丹竹炭半統加壓健康襪JG-354(廠商直送)', '$450'
' 【勝野式】活力腿襪(粉)-L', '$580'
' 【勝野式】活力腿襪(黑)-L', '$580'
' 【勝野式】活力腿襪(黑)-M', '$580'
' 【勝野式】活力腿襪(粉)-M', '$580'
' 【SLIMWALK孅伶】美腿襪-長毛絨睡眠型 (M-L)', '$399'
' 【SLIMWALK孅伶】美腿襪- 長毛絨睡眠型 (S-M)', '$399'
' 【SLIMWALK孅伶】美腿襪-溫柔觸感 睡眠型 (S-M)  ', '$680'
' 【SLIMWALK孅伶】美腿襪-溫柔觸感 睡眠型 (M-L)  ', '$680'
' 【SLIMWALK孅伶】美腿襪-清爽感 睡眠型 (S-M) ', '$399'
' 【SLIMWALK孅伶】美腿襪- 清爽感 睡眠型 (M-L) ', '$399'
' 【TXG】每日悠步襪-棉-L(黑色)', '$980'
' 【美肌刻Magic】足護士矽膠防滑露趾大腿襪JG-3010(廠商直送)', '$1080'
' 【美肌刻Magic】靜脈曲張/術後輔助/壓力襪/足護士/JG-3000(廠商直送)', '$640'
' 【美肌刻Magic】足護士露趾褲襪JG-3020(廠商直送)', '$1050'
' 【美肌刻Magic】足護士拉鍊露趾漸進式壓力襪(白+膚)JG-2990(廠商直送)', '$1080'
' 【美肌刻Magic】足護士老人糖尿病護足專用半統襪JG-993(廠商直送)', '$360'
' 【美肌刻Magic】足護士老人糖尿病護足專用1/2襪JG-992(廠商直送)', '$270'
' 【美肌刻Magic】足護士老人糖尿病護足專用船型短襪JG-991(廠商直送)', '$270'
' 【美肌刻Magic】 男用糖尿病足部專用彈性保護襪-黑JG-976(廠商直送)', '$350'
' 韓國原裝進口Coclean baby 電動吸鼻器 COB-200-廠商直送', '$1790'
' 韓國原裝進口Coclean baby 電動吸鼻器 Bear-廠商直送', '$1190'
' 【三樂事Sunlus】熊貝比電動吸鼻器(粉/藍兩色可選)', '$2580'
' 【三樂事Sunlus】熊貝比電動吸鼻器(粉/藍兩色可選)', '$2580'
' 【Mycare邁康】洗鼻器300ml', '$400'
' 【華俐】洗鼻器(未滅菌) ', '$350'
' 【Pigeon 貝親】調整式吸鼻清潔器', '$132'
' 【歐樂登】進階款多功能高壓脈衝式沖牙機', '$2300'
' 【鯨王】沖牙機(強力型)-預購，約5~7天到貨', '$1530'
' 【鯨王】沖牙機配件(水管組)', '$150'
' 【三樂事Sunlus】典雅披肩電熱毯', '$3680'
' 【三樂事Sunlus】造型款足溫器(灰色)', '$2380'
' 【三樂事Sunlus】輕薄雙人電熱毯', '$2380'
' 【三樂事Sunlus】輕薄單人電熱毯', '$1780'
' 【三樂事Sunlus】雙人足溫電熱毯', '$3280'
' 【三樂事Sunlus】暖暖熱敷柔毛墊(中)', '$1380'
' 【三樂事Sunlus】暖暖柔毛熱敷墊(大)', '$1595'
' 【三樂事Sunlus】暖暖頸肩雙用熱敷柔毛墊', '$1880'
' 【三樂事Sunlus】單人雅緻電熱毯 ', '$3580'
' 【三樂事Sunlus】輕巧睡袋電熱毯', '$3580'
' 【三樂事Sunlus】隨意披蓋電熱毯', '$3280'
' 【三樂事Sunlus】休閒穿蓋鋪電熱毯', '$3580'
' 【三樂事Sunlus】親密舒眠電熱毯', '$2880'
' 【SUMO】舒摩濕熱電毯 (14x20吋)-缺貨', '$1400'
' 【SUMO】舒摩濕熱電毯-U型 ', '$1800'
' 【SUMO】舒摩濕熱電毯（7*20吋）-頸部 ', '$1100'
' 【SUMO】舒摩濕熱電毯（14*27吋） ', '$1700'
' 【淳碩】遠紅外線蓄熱隨行/萬用毯/灰色/免插電/保溫透氣(廠商直送)', '$1980'
' 【淳碩】遠紅外線蓄熱隨行/萬用毯/灰色/免插電/保溫透氣(廠商直送)', '$3980'
' 【撒隆巴斯】直貼腰背用(4入/盒)', '$125'
' 【撒隆巴斯】直貼肩頸用(6入/盒)', '$125'
' 【三樂事Sunlus】暖暖熱敷柔毛墊(中)', '$1380'
' 【三樂事Sunlus】暖暖柔毛熱敷墊(大)', '$1595'
' 【天祿】任意黏之冷熱敷具(手肘、膝蓋用)', '$1460'
' 【天祿】穿戴式之冷熱敷墊', '$900'
' 【天祿】冷熱敷墊-淺藍色', '$600'
' 【三樂事Sunlus】暖暖頸肩雙用熱敷柔毛墊', '$1880'
' 【舒美立得】動力式熱敷墊DR3663 (30X60cm )', '$3680'
' 【Fullicon護立康】攜帶式糖友包/完整收納胰島素/注射筆/附保冷劑', '$499'
' 【Fullicon護立康】攜帶式糖友包/完整收納胰島素/注射筆/附保冷劑', '$499'
' 【FRIO樂悠30】胰島素專用保冷袋/小袋/黑色/W303', '$1152'
' 【FRIO樂悠30】胰島素專用保冷袋/單筆袋/黑色/W301', '$972'
' 【R&R】德樂舒軟冰枕-長效型', '$250'
' 【醫康】退熱貼(6枚入/盒)', '$120'
' 【小林】兒童用退熱貼片6入', '$150'
' 【小林】嬰兒用退熱貼片6入', '$136'
' 【R&R】-退熱貼片 6入', '$140'
' 【Hello Kitty】薄荷香退熱貼4入-(藍)', '$120'
' 【日本小林製藥】小白兔桐灰暖暖包10入/包(手握式)', '$109'
' 閃電家族-燒虎虎暖暖包24H(手握)', '$99'
' 【R&R】 雙效冷熱果凍兩用凝膠眼罩(全罩)', '$145'
' 【R&R】 雙效冷熱果凍兩用凝膠眼罩(開孔)', '$145'
' 【MIFEI明妃】檜木精油蒸氣熱敷眼罩(9片/盒)', '$299'
' 【MIFEI明妃】白玉蘭精油蒸氣熱敷眼罩(9片/盒)', '$299'
' 【MIFEI明妃】文旦精油蒸氣熱敷眼罩(9片/盒)', '$299'
' 【易利氣】磁力項圈-45cm(黑色)', '$690'
' 【易利氣】磁力項圈-50cm(黑色) ', '$690'
' 【易利氣】磁力貼一般型 (  800高斯)12粒/盒', '$140'
' 【易利氣】 磁力貼加強型 (1300高斯)24粒/盒', '$290'
' 【易利氣】磁力項圈- 45cm(紫色)', '$690'
' 【易利氣】磁力項圈- 45cm(桃紅色)', '$690'
' 【撒隆巴斯】直貼肩頸用(6入/盒)', '$125'
' 【撒隆巴斯】直貼腰背用(4入/盒)', '$125'
' 【竹善堂】一條根精油貼布(10片入)', '$180'
' 【日本】唐辛子保健貼布(2入)', '$89'
' 【日本】竹酢保健貼布6入', '$289'
' 【日本】竹酢保健貼布24入', '$789'
' 【十靈本舖】一條根舒緩貼片(小部位10片/盒)', '$120'
' 【十靈本舖】一條根舒緩貼片(長效型5片/盒)', '$150'
' 【十靈本舖】一條根舒緩貼片(親膚型5片入)', '$150'
' 【炫煬堂】一條根舒緩貼布10片/包', '$120'
' 【HITOLY喜多麗】葡萄糖胺活力顧節霜 - 溫感外擦 - 12ML', '$189'
' 【HITOLY喜多麗】葡萄糖胺活力顧節霜 - 溫感外擦 - 65ML', '$880'
' 【HITOLY喜多麗】葡萄糖胺活力顧節霜 - 涼感外擦 -12ML', '$189'
' 【HITOLY喜多麗】葡萄糖胺活力顧節霜 - 涼感外擦 - 65ML', '$880'
' 【碧荷柏】葡萄糖胺MSM關護乳膏(溫感)/橘50ml', '$350'
' 【碧荷柏】葡萄糖胺MSM關護乳膏/藍50ml', '$330'
' 【竹善堂】一條根油膏60g', '$200'
' 【竹善堂】一條根滾珠35g', '$100'
' 【炫煬堂】一條根麒麟竭舒緩凝膠70ml', '$200'
